is_active,listing_status,id,ad_id,slug,url,category,subcategory,housing_type,title,description,price,currency,old_price,price_per_sqm_construction,price_per_sqm_land,province,city,location,address,region_slug,latitude,longitude,bedrooms,bathrooms,parking,built_area_sqm,land_area_sqm,total_sqm,year_built,levels,floor_number,floor_type,ceiling_height,maintenance_cost,title_status,images,image_count,has_video,has_vr,seller_id,seller_name,agent_name,seller_type,seller_verified,feature_level,discount_pct,favorites_count,amenities,published_at,first_seen_at,last_seen_at,removed_at,updated_at,removal_checked_at,detail_crawled,crawl_version,raw_json_ld,raw_loopa_data,raw_retail_rocket
true,active,107398,32437986,venta-de-apartamento-en-altos-de-panama-25lbr8164,https://www.encuentra24.com/panama-es/bienes-raices-venta-de-propiedades-apartamentos/venta-de-apartamento-en-altos-de-panama-25lbr8164/32437986,sale,apartamentos,Apartamento,"Venta de Apartamento en Altos de Panama,25LBR8164","Exclusivo apartamento en venta en Altamira Gardens, ideal para quienes buscan comodidad y modernidad. Cuenta con 3 amplias recámaras, 2 baños completos y una elegante cocina abierta que se integra perfectamente con la sala y el comedor, brindando mayor amplitud e iluminación natural. Ubicado en una excelente zona residencial, con espacios funcionales.",139500,USD,,1245.5357142857142,1245.5357142857142,,San Miguelito,Altos de Panamá,Altos de Panama,,,,3,2,2,112,,112,2017,1,,Porcelanato,,,,"[""https://photos.encuentra24.com/t_or_fh_l/f_auto/v1/pa/32/43/79/86/32437986_4d5f747"",""https://photos.encuentra24.com/t_or_fh_l/f_auto/v1/pa/32/43/79/86/32437986_3b8029a"",""https://photos.encuentra24.com/t_or_fh_l/f_auto/v1/pa/32/43/79/86/32437986_4e713ab"",""https://photos.encuentra24.com/t_or_fh_l/f_auto/v1/pa/32/43/79/86/32437986_61552ef"",""https://photos.encuentra24.com/t_or_fh_l/f_auto/v1/pa/32/43/79/86/32437986_e6a16d7"",""https://photos.encuentra24.com/t_or_fh_l/f_auto/v1/pa/32/43/79/86/32437986_f0f2257"",""https://photos.encuentra24.com/t_or_fh_l/f_auto/v1/pa/32/43/79/86/32437986_265c862"",""https://photos.encuentra24.com/t_or_fh_l/f_auto/v1/pa/32/43/79/86/32437986_6984c86"",""https://photos.encuentra24.com/t_or_fh_l/f_auto/v1/pa/32/43/79/86/32437986_cd16124"",""https://photos.encuentra24.com/t_or_fh_l/f_auto/v1/pa/32/43/79/86/32437986_211369f"",""https://photos.encuentra24.com/t_or_fh_l/f_auto/v1/pa/32/43/79/86/32437986_07ee266"",""https://photos.encuentra24.com/t_or_fh_l/f_auto/v1/pa/32/43/79/86/32437986_cd9b9fc"",""https://photos.encuentra24.com/t_or_fh_l/f_auto/v1/pa/32/43/79/86/32437986_e4c7ce3"",""https://photos.encuentra24.com/t_or_fh_l/f_auto/v1/pa/32/43/79/86/32437986_144eee6"",""https://photos.encuentra24.com/t_or_fh_l/f_auto/v1/pa/32/43/79/86/32437986_f16393f""]",15,false,false,,Rent A House VIP 10,Rent A House Panama VIP 10,,false,basic,,,"[""Parking bajo techo"",""Parking de visitas"",""Seguridad 24 Horas"",""2 o más elevadores"",""Lavandería interna"",""Depósito"",""Salón de fiestas"",""Parque Infantil"",""Gimnasio"",""A/C"",""Calle sin salida"",""Sala y Comedor"",""Área Social"",""Lobby"",""Comedor de diario"",""Aire acondicionado"",""Calentador de agua""]",2026-05-16T17:22:49.000Z,2026-05-16T18:01:12.570Z,2026-05-16T18:01:16.465Z,,2026-05-16T18:01:16.465Z,2026-05-16T18:01:16.465Z,true,1,,"{""allowContactByForm"":true,""biUrl"":""https://www.encuentra24.com/clickhouse_mvp.php/lists?t=A6tRhZ1kQIRSNpmFobmfOI2%2Fb4yYlKuNTh5wlY5%2F8tRTxJLgczKZVw9HMmf9dMOMYtMrdX6%2BycWeNsxMbJDqxQ%2Fgycp%2FfbDPfEA0uwQBggzaT1NflUX4Og1ecMWcXzBrv%2FJ9v7pPKxtEV2exzFAAchQySPWYMQyuh2vovDNQZY2wnGuRCjDnla1s6fqvDuXuMx%2BbrTfLNOm2Jo7QH9qjRqcdfjKsWGO6bqP%2FTfTkoL0%3D&source_type=list"",""biUrls"":{""list"":""https://www.encuentra24.com/clickhouse_mvp.php/lists?t=A6tRhZ1kQIRSNpmFobmfOI2%2Fb4yYlKuNTh5wlY5%2F8tRTxJLgczKZVw9HMmf9dMOMYtMrdX6%2BycWeNsxMbJDqxQ%2Fgycp%2FfbDPfEA0uwQBggzaT1NflUX4Og1ecMWcXzBrv%2FJ9v7pPKxtEV2exzFAAchQySPWYMQyuh2vovDNQZY2wnGuRCjDnla1s6fqvDuXuMx%2BbrTfLNOm2Jo7QH9qjRqcdfjKsWGO6bqP%2FTfTkoL0%3D&source_type=list"",""visits"":""https://www.encuentra24.com/clickhouse_mvp.php/visits?t=A6tRhZ1kQIRSNpmFobmfOI2%2Fb4yYlKuNTh5wlY5%2F8tRTxJLgczKZVw9HMmf9dMOMYtMrdX6%2BycWeNsxMbJDqxQ%2Fgycp%2FfbDPfEA0uwQBggzaT1NflUX4Og1ecMWcXzBrv%2FJ9v7pPKxtEV2exzFAAchQySPWYMQyuh2vovDNQZY2wnGuRCjDnla1s6fqvDuXuMx%2BbrTfLNOm2Jo7QH9qjRqcdfjKsWGO6bqP%2FTfTkoL0%3D"",""favorites"":""https://www.encuentra24.com/clickhouse_mvp.php/favorites?t=A6tRhZ1kQIRSNpmFobmfOI2%2Fb4yYlKuNTh5wlY5%2F8tRTxJLgczKZVw9HMmf9dMOMYtMrdX6%2BycWeNsxMbJDqxQ%2Fgycp%2FfbDPfEA0uwQBggzaT1NflUX4Og1ecMWcXzBrv%2FJ9v7pPKxtEV2exzFAAchQySPWYMQyuh2vovDNQZY2wnGuRCjDnla1s6fqvDuXuMx%2BbrTfLNOm2Jo7QH9qjRlfqdjRzGUialRkN7cyWtPf2eli7J9wiYWxyhgblavB58aWWdiQfWkT9s3qBZiHeEw%3D%3D&favorite=1""},""dateCreated"":""$D2026-05-16T17:22:49.000Z"",""dateUpdated"":""$D2026-05-16T17:40:48.000Z"",""description"":""Exclusivo apartamento en venta en Altamira Gardens, ideal para quienes buscan comodidad y modernidad. Cuenta con 3 amplias recámaras, 2 baños completos y una elegante cocina abierta que se integra perfectamente con la sala y el comedor, brindando mayor amplitud e iluminación natural. Ubicado en una excelente zona residencial, con espacios funcionales."",""featured"":null,""fieldset"":""property"",""funding"":{""enabled"":false,""type"":""externalurl"",""url"":false},""id"":""32437986"",""images"":[""https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/pa/32/43/79/86/32437986_4d5f747"",""https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/pa/32/43/79/86/32437986_3b8029a"",""https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/pa/32/43/79/86/32437986_4e713ab"",""https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/pa/32/43/79/86/32437986_61552ef"",""https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/pa/32/43/79/86/32437986_3b8029a"",""https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/pa/32/43/79/86/32437986_e6a16d7"",""https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/pa/32/43/79/86/32437986_f0f2257"",""https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/pa/32/43/79/86/32437986_265c862"",""https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/pa/32/43/79/86/32437986_6984c86"",""https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/pa/32/43/79/86/32437986_cd16124"",""https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/pa/32/43/79/86/32437986_211369f"",""https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/pa/32/43/79/86/32437986_07ee266"",""https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/pa/32/43/79/86/32437986_cd9b9fc"",""https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/pa/32/43/79/86/32437986_e4c7ce3"",""https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/pa/32/43/79/86/32437986_144eee6"",""https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/pa/32/43/79/86/32437986_f16393f""],""link"":""/panama-es/bienes-raices-venta-de-propiedades-apartamentos/venta-de-apartamento-en-altos-de-panama-25lbr8164/32437986"",""location"":{""address"":""TownCenter Costa Del Este, Torre las Perlas, nivel 6 Oficina 6141, Panamá"",""locality"":""Altos de Panamá"",""city"":""San Miguelito"",""lat"":0,""lon"":0,""zoom"":0},""mainCategory"":""Bienes Raíces"",""maintenanceCost"":""$undefined"",""price"":{""currency"":{""countryISO"":""es-PA"",""symbol"":""PAB""},""discount"":{""value"":null,""formatted"":""""},""amount"":{""value"":139500,""formatted"":""""},""amountFull"":{""value"":null,""formatted"":""""}},""price_value"":139500,""price_symbol"":""$$"",""price_discount"":null,""principalImage"":""https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/pa/32/43/79/86/32437986_4d5f747"",""principalVideo"":"""",""rent"":""$undefined"",""showCall"":true,""showWhatsapp"":true,""title"":""Venta de Apartamento en Altos de Panama,25LBR8164"",""active"":true,""user"":{""id"":""2463142"",""name"":""Rent A House Panama VIP 10"",""verified"":false,""avatar"":""https://photos.encuentra24.com/t_user_logo/v1/users/logo/24/63/14/2463142_f330a4"",""contact"":{""whatsapp"":""+267=9AAE@EEAHJ"",""phone1"":{""isMobile"":true,""number"":""+*>?EAIIMHMMIPR""},""phone2"":{""isMobile"":true,""number"":""(056<8@@D?DD@GI""},""company"":""Rent A House VIP 10"",""license"":""PJ1.100.15""}},""youtubeVideo"":"""",""reposted"":false,""hideMapMarker"":"""",""subCategoryType"":""Apartamento"",""square"":""112"",""rooms"":""3"",""bathrooms"":""2"",""parking"":""2"",""regionName"":""Altos de Panamá"",""propertyPrice"":""139500"",""lotSize"":""112"",""exactAddress"":""Altos de Panama"",""pricePerM2Total"":{""amount"":{""value"":1245.5357142857142,""formatted"":""""}},""pricePerM2Square"":{""amount"":{""value"":1245.5357142857142,""formatted"":""""}},""units"":""$undefined"",""benefits"":[""Parking bajo techo"",""Parking de visitas"",""Seguridad 24 Horas"",""2 o más elevadores"",""Lavandería interna"",""Depósito"",""Salón de fiestas"",""Parque Infantil"",""Gimnasio"",""A/C"",""Calle sin salida"",""Sala y Comedor"",""Área Social"",""Lobby"",""Comedor de diario"",""Aire acondicionado"",""Calentador de agua""],""roomHeight"":null,""age"":""2017"",""stories"":""1"",""balcon"":""Balcón"",""swimmingPool"":true,""floorType"":""Porcelanato"",""floor"":null,""pdfPlan"":null,""status"":null,""hallmark"":{""text"":null,""color"":null},""projectStatus"":null,""projectModels"":{""square"":null,""rooms"":null,""bathrooms"":null,""price"":null},""known"":true}",
true,active,107387,32437896,alquila-y-vive-rodeado-de-naturaleza-en-altamira-gardens-sin-muebles,https://www.encuentra24.com/panama-es/bienes-raices-alquiler-apartamentos/alquila-y-vive-rodeado-de-naturaleza-en-altamira-gardens-sin-muebles/32437896,rental,apartamentos,Apartamento,ALQUILA Y VIVE RODEADO DE NATURALEZA EN ALTAMIRA GARDENS - SIN MUEBLES,,900,USD,,6,,,San Miguelito,Altos de Panamá,Altamira Gardens,,,,2,2,2,150,,150,,,,,,,,"[""https://photos.encuentra24.com/t_or_fh_l/f_auto/v1/pa/32/43/78/96/32437896_087bc8d"",""https://photos.encuentra24.com/t_or_fh_l/f_auto/v1/pa/32/43/78/96/32437896_c02a71a"",""https://photos.encuentra24.com/t_or_fh_l/f_auto/v1/pa/32/43/78/96/32437896_cd28b98"",""https://photos.encuentra24.com/t_or_fh_l/f_auto/v1/pa/32/43/78/96/32437896_93816bd"",""https://photos.encuentra24.com/t_or_fh_l/f_auto/v1/pa/32/43/78/96/32437896_fbed58f"",""https://photos.encuentra24.com/t_or_fh_l/f_auto/v1/pa/32/43/78/96/32437896_bca42bc"",""https://photos.encuentra24.com/t_or_fh_l/f_auto/v1/pa/32/43/78/96/32437896_2b85f6d"",""https://photos.encuentra24.com/t_or_fh_l/f_auto/v1/pa/32/43/78/96/32437896_0dffebf"",""https://photos.encuentra24.com/t_or_fh_l/f_auto/v1/pa/32/43/78/96/32437896_2c59d5c"",""https://photos.encuentra24.com/t_or_fh_l/f_auto/v1/pa/32/43/78/96/32437896_ebf26a8"",""https://photos.encuentra24.com/t_or_fh_l/f_auto/v1/pa/32/43/78/96/32437896_3dfd8db"",""https://photos.encuentra24.com/t_or_fh_l/f_auto/v1/pa/32/43/78/96/32437896_544f19a""]",12,false,false,,"Real Estate Panama,",Alma Alain,,false,gold,,,"[""Cerca de Escuela"",""Pet Friendly"",""Vista a las Montañas"",""Parking bajo techo"",""Parking de visitas"",""Seguridad 24 Horas"",""Salón de fiestas"",""Jardín o Parque"",""Gimnasio"",""A/C"",""Garaje techado"",""Área Social"",""Walk-In closet"",""Área de barbacoa"",""Elegante lobby"",""Dispensador de agua caliente instantáneo""]",2026-05-16T16:54:57.000Z,2026-05-16T17:04:42.638Z,2026-05-16T17:04:45.356Z,,2026-05-16T17:04:45.356Z,2026-05-16T17:04:45.356Z,true,1,,"{""allowContactByForm"":true,""biUrl"":""https://www.encuentra24.com/clickhouse_mvp.php/lists?t=A6tRhZ1kQIRSNpmFobmfOI2%2Fb4yYlKuNTh5wlY5%2F8tRTxJLgczKZVw9HMmf9dMOMYtMrdX6%2BycWeNsxMbJDqxQ%2Fgycp%2FfbDPfEA0uwQBggzaT1NflUX4Og1ecMWcXzBrv%2FJ9v7pPKxtEV2exzFAAchQySPWYMQyuh2vovDNQZY2ZDD7LaCdcBh2d9cTCjrgs%2F0qOi9X6JSpIG0ZrFia0VZVcAZZW9QECmveEGyPoxJc%3D&source_type=list"",""biUrls"":{""list"":""https://www.encuentra24.com/clickhouse_mvp.php/lists?t=A6tRhZ1kQIRSNpmFobmfOI2%2Fb4yYlKuNTh5wlY5%2F8tRTxJLgczKZVw9HMmf9dMOMYtMrdX6%2BycWeNsxMbJDqxQ%2Fgycp%2FfbDPfEA0uwQBggzaT1NflUX4Og1ecMWcXzBrv%2FJ9v7pPKxtEV2exzFAAchQySPWYMQyuh2vovDNQZY2ZDD7LaCdcBh2d9cTCjrgs%2F0qOi9X6JSpIG0ZrFia0VZVcAZZW9QECmveEGyPoxJc%3D&source_type=list"",""visits"":""https://www.encuentra24.com/clickhouse_mvp.php/visits?t=A6tRhZ1kQIRSNpmFobmfOI2%2Fb4yYlKuNTh5wlY5%2F8tRTxJLgczKZVw9HMmf9dMOMYtMrdX6%2BycWeNsxMbJDqxQ%2Fgycp%2FfbDPfEA0uwQBggzaT1NflUX4Og1ecMWcXzBrv%2FJ9v7pPKxtEV2exzFAAchQySPWYMQyuh2vovDNQZY2ZDD7LaCdcBh2d9cTCjrgs%2F0qOi9X6JSpIG0ZrFia0VZVcAZZW9QECmveEGyPoxJc%3D"",""favorites"":""https://www.encuentra24.com/clickhouse_mvp.php/favorites?t=A6tRhZ1kQIRSNpmFobmfOI2%2Fb4yYlKuNTh5wlY5%2F8tRTxJLgczKZVw9HMmf9dMOMYtMrdX6%2BycWeNsxMbJDqxQ%2Fgycp%2FfbDPfEA0uwQBggzaT1NflUX4Og1ecMWcXzBrv%2FJ9v7pPKxtEV2exzFAAchQySPWYMQyuh2vovDNQZY2ZDD7LaCdcBh2d9cTCjrgs%2F0qOi9X6JSpIG0ZrFia0VRh5p4l3LUI0mzsfxoPfpUu%2BKLqGfD%2FTuRrvsI6ON7O%2Bx9kZ%2F0EuzYD3HvFlH4t94A%3D%3D&favorite=1""},""dateCreated"":""$D2026-05-16T16:54:57.000Z"",""dateUpdated"":""$D2026-05-16T17:01:28.000Z"",""description"":""$1c"",""featured"":""gold"",""fieldset"":""rent"",""funding"":{""enabled"":false,""type"":""externalurl"",""url"":false},""id"":""32437896"",""images"":[""https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/pa/32/43/78/96/32437896_087bc8d"",""https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/pa/32/43/78/96/32437896_c02a71a"",""https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/pa/32/43/78/96/32437896_cd28b98"",""https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/pa/32/43/78/96/32437896_93816bd"",""https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/pa/32/43/78/96/32437896_fbed58f"",""https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/pa/32/43/78/96/32437896_bca42bc"",""https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/pa/32/43/78/96/32437896_2b85f6d"",""https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/pa/32/43/78/96/32437896_0dffebf"",""https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/pa/32/43/78/96/32437896_2c59d5c"",""https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/pa/32/43/78/96/32437896_ebf26a8"",""https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/pa/32/43/78/96/32437896_3dfd8db"",""https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/pa/32/43/78/96/32437896_544f19a""],""link"":""/panama-es/bienes-raices-alquiler-apartamentos/alquila-y-vive-rodeado-de-naturaleza-en-altamira-gardens-sin-muebles/32437896"",""location"":{""address"":""San Francisco, Real Estate Panama, Venta y Alquiler Casas - Locales Oficinas en Torre Oceania- Terrenos Apartamentos y Fincas"",""locality"":""Altos de Panamá"",""city"":""San Miguelito"",""lat"":0,""lon"":0,""zoom"":0},""mainCategory"":""Bienes Raíces"",""maintenanceCost"":""$undefined"",""price"":""$undefined"",""price_value"":900,""price_symbol"":""$$"",""price_discount"":null,""principalImage"":""https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/pa/32/43/78/96/32437896_087bc8d"",""principalVideo"":"""",""rent"":{""currency"":{""countryISO"":""es-PA"",""symbol"":""PAB""},""discount"":{""value"":null,""formatted"":""""},""amount"":{""value"":900,""formatted"":""""},""amountFull"":{""value"":null,""formatted"":""""}},""showCall"":true,""showWhatsapp"":true,""title"":""ALQUILA Y VIVE RODEADO DE NATURALEZA EN ALTAMIRA GARDENS - SIN MUEBLES"",""active"":true,""user"":{""id"":""1223657"",""name"":""Alma Alain"",""verified"":false,""avatar"":""https://photos.encuentra24.com/t_user_logo/v1/users/logo/12/23/65/1223657_227c13"",""contact"":{""whatsapp"":""(.78>:BBFF@HHBE"",""phone1"":{""isMobile"":true,""number"":""'+9:@<DDHHBJJDG""},""phone2"":{""isMobile"":true,""number"":"")+;<B>FFJJDLLFI""},""company"":""Real Estate Panama,"",""license"":""PN4104""}},""youtubeVideo"":"""",""reposted"":false,""hideMapMarker"":"""",""subCategoryType"":""Apartamento"",""square"":""150"",""rooms"":""2"",""bathrooms"":""2"",""parking"":""2"",""regionName"":""Altos de Panamá"",""propertyPrice"":null,""lotSize"":null,""exactAddress"":""Altamira Gardens"",""pricePerM2Total"":""$undefined"",""pricePerM2Square"":{""amount"":{""value"":6,""formatted"":""""}},""units"":""$undefined"",""benefits"":[""Cerca de Escuela"",""Pet Friendly"",""Vista a las Montañas"",""Parking bajo techo"",""Parking de visitas"",""Seguridad 24 Horas"",""Salón de fiestas"",""Jardín o Parque"",""Gimnasio"",""A/C"",""Garaje techado"",""Área Social"",""Walk-In closet"",""Área de barbacoa"",""Elegante lobby"",""Dispensador de agua caliente instantáneo""],""roomHeight"":null,""age"":null,""stories"":null,""balcon"":""Terraza"",""swimmingPool"":true,""floorType"":null,""floor"":null,""pdfPlan"":null,""status"":null,""hallmark"":{""text"":null,""color"":null},""projectStatus"":null,""projectModels"":{""square"":null,""rooms"":null,""bathrooms"":null,""price"":null},""known"":true}",
